fpr,tpr
0.0,0.0
0.0,0.004201680672268907
0.0,0.012605042016806723
0.004807692307692308,0.012605042016806723
0.004807692307692308,0.01680672268907563
0.009615384615384616,0.01680672268907563
0.009615384615384616,0.1092436974789916
0.014423076923076924,0.1092436974789916
0.014423076923076924,0.3235294117647059
0.019230769230769232,0.3235294117647059
0.019230769230769232,0.3403361344537815
0.02403846153846154,0.3403361344537815
0.02403846153846154,0.36554621848739494
0.028846153846153848,0.36554621848739494
0.028846153846153848,0.37815126050420167
0.03365384615384615,0.37815126050420167
0.03365384615384615,0.3907563025210084
0.038461538461538464,0.3907563025210084
0.038461538461538464,0.4327731092436975
0.04326923076923077,0.4327731092436975
0.04326923076923077,0.44537815126050423
0.04807692307692308,0.44537815126050423
0.04807692307692308,0.47058823529411764
0.052884615384615384,0.47058823529411764
0.052884615384615384,0.5294117647058824
0.057692307692307696,0.5294117647058824
0.057692307692307696,0.5462184873949579
0.0625,0.5462184873949579
0.0625,0.6134453781512605
0.0673076923076923,0.6134453781512605
0.0673076923076923,0.6218487394957983
0.08653846153846154,0.6218487394957983
0.08653846153846154,0.6260504201680672
0.10096153846153846,0.6260504201680672
0.10096153846153846,0.6302521008403361
0.11057692307692307,0.6302521008403361
0.11057692307692307,0.634453781512605
0.11538461538461539,0.634453781512605
0.11538461538461539,0.6386554621848739
0.1201923076923077,0.6386554621848739
0.1201923076923077,0.6470588235294118
0.125,0.6470588235294118
0.125,0.6512605042016807
0.12980769230769232,0.6512605042016807
0.12980769230769232,0.6638655462184874
0.1346153846153846,0.6638655462184874
0.1346153846153846,0.6890756302521008
0.14423076923076922,0.6890756302521008
0.14423076923076922,0.6932773109243697
0.15865384615384615,0.6932773109243697
0.15865384615384615,0.7016806722689075
0.16346153846153846,0.7016806722689075
0.16346153846153846,0.7058823529411765
0.18269230769230768,0.7058823529411765
0.18269230769230768,0.7100840336134454
0.1875,0.7100840336134454
0.1875,0.7142857142857143
0.19230769230769232,0.7142857142857143
0.19230769230769232,0.7226890756302521
0.1971153846153846,0.7226890756302521
0.1971153846153846,0.726890756302521
0.20192307692307693,0.726890756302521
0.20192307692307693,0.7605042016806722
0.20673076923076922,0.7605042016806722
0.20673076923076922,0.7647058823529411
0.21153846153846154,0.7647058823529411
0.21153846153846154,0.7857142857142857
0.23076923076923078,0.7857142857142857
0.23076923076923078,0.7899159663865546
0.25961538461538464,0.7899159663865546
0.25961538461538464,0.7941176470588235
0.2644230769230769,0.7941176470588235
0.2644230769230769,0.7983193277310925
0.27403846153846156,0.7983193277310925
0.27403846153846156,0.8067226890756303
0.27884615384615385,0.8067226890756303
0.27884615384615385,0.8109243697478992
0.28846153846153844,0.8109243697478992
0.28846153846153844,0.8235294117647058
0.3076923076923077,0.8235294117647058
0.3076923076923077,0.8319327731092437
0.3173076923076923,0.8319327731092437
0.3173076923076923,0.8361344537815126
0.3317307692307692,0.8361344537815126
0.3317307692307692,0.8403361344537815
0.3557692307692308,0.8403361344537815
0.3557692307692308,0.8445378151260504
0.375,0.8445378151260504
0.375,0.8487394957983193
0.4326923076923077,0.8487394957983193
0.4326923076923077,0.8571428571428571
0.4375,0.8571428571428571
0.4375,0.8739495798319328
0.4423076923076923,0.8739495798319328
0.4423076923076923,0.8823529411764706
0.46153846153846156,0.8823529411764706
0.46153846153846156,0.8865546218487395
0.4807692307692308,0.8865546218487395
0.4807692307692308,0.8949579831932774
0.5144230769230769,0.8949579831932774
0.5144230769230769,0.8991596638655462
0.5192307692307693,0.8991596638655462
0.5192307692307693,0.9033613445378151
0.5288461538461539,0.9033613445378151
0.5288461538461539,0.9117647058823529
0.5528846153846154,0.9117647058823529
0.5528846153846154,0.9159663865546218
0.5721153846153846,0.9159663865546218
0.5721153846153846,0.9201680672268907
0.5769230769230769,0.9201680672268907
0.5769230769230769,0.9243697478991597
0.5865384615384616,0.9243697478991597
0.5865384615384616,0.9285714285714286
0.5913461538461539,0.9285714285714286
0.5913461538461539,0.9369747899159664
0.6153846153846154,0.9369747899159664
0.6153846153846154,0.9411764705882353
0.6394230769230769,0.9411764705882353
0.6394230769230769,0.9495798319327731
0.6442307692307693,0.9495798319327731
0.6442307692307693,0.9537815126050421
0.6586538461538461,0.9537815126050421
0.6586538461538461,0.957983193277311
0.75,0.957983193277311
0.75,0.9621848739495799
0.7740384615384616,0.9621848739495799
0.7740384615384616,0.9663865546218487
0.7788461538461539,0.9663865546218487
0.7788461538461539,0.9705882352941176
0.7836538461538461,0.9705882352941176
0.7836538461538461,0.9747899159663865
0.8028846153846154,0.9747899159663865
0.8028846153846154,0.9789915966386554
0.8076923076923077,0.9789915966386554
0.8076923076923077,0.9831932773109243
0.8413461538461539,0.9831932773109243
0.8413461538461539,0.9873949579831933
0.8605769230769231,0.9873949579831933
0.8605769230769231,0.9915966386554622
0.9134615384615384,0.9915966386554622
0.9134615384615384,0.9957983193277311
0.9759615384615384,0.9957983193277311
0.9759615384615384,1.0
1.0,1.0
