fpr,tpr
0.0,0.0
0.0,0.0031645569620253164
0.0,0.4050632911392405
0.002890173410404624,0.4050632911392405
0.002890173410404624,0.4936708860759494
0.005780346820809248,0.4936708860759494
0.005780346820809248,0.5316455696202531
0.008670520231213872,0.5316455696202531
0.008670520231213872,0.5474683544303798
0.011560693641618497,0.5474683544303798
0.011560693641618497,0.5537974683544303
0.014450867052023121,0.5537974683544303
0.014450867052023121,0.5981012658227848
0.017341040462427744,0.5981012658227848
0.017341040462427744,0.6139240506329114
0.02023121387283237,0.6139240506329114
0.02023121387283237,0.6170886075949367
0.023121387283236993,0.6170886075949367
0.023121387283236993,0.620253164556962
0.02601156069364162,0.620253164556962
0.02601156069364162,0.6487341772151899
0.028901734104046242,0.6487341772151899
0.028901734104046242,0.7025316455696202
0.031791907514450865,0.7025316455696202
0.031791907514450865,0.7088607594936709
0.03757225433526012,0.7088607594936709
0.03757225433526012,0.7215189873417721
0.04046242774566474,0.7215189873417721
0.04046242774566474,0.740506329113924
0.04335260115606936,0.740506329113924
0.04335260115606936,0.75
0.046242774566473986,0.75
0.046242774566473986,0.7531645569620253
0.049132947976878616,0.7531645569620253
0.049132947976878616,0.7879746835443038
0.05202312138728324,0.7879746835443038
0.05202312138728324,0.7943037974683544
0.05491329479768786,0.7943037974683544
0.05491329479768786,0.8006329113924051
0.06358381502890173,0.8006329113924051
0.06358381502890173,0.8037974683544303
0.06647398843930635,0.8037974683544303
0.06647398843930635,0.8069620253164557
0.06936416184971098,0.8069620253164557
0.06936416184971098,0.8291139240506329
0.07803468208092486,0.8291139240506329
0.07803468208092486,0.8481012658227848
0.0838150289017341,0.8481012658227848
0.0838150289017341,0.8512658227848101
0.08670520231213873,0.8512658227848101
0.08670520231213873,0.8639240506329114
0.09248554913294797,0.8639240506329114
0.09248554913294797,0.8765822784810127
0.10404624277456648,0.8765822784810127
0.10404624277456648,0.879746835443038
0.12138728323699421,0.879746835443038
0.12138728323699421,0.8892405063291139
0.13005780346820808,0.8892405063291139
0.13005780346820808,0.8924050632911392
0.13872832369942195,0.8924050632911392
0.13872832369942195,0.8987341772151899
0.1416184971098266,0.8987341772151899
0.1416184971098266,0.9018987341772152
0.14450867052023122,0.9018987341772152
0.14450867052023122,0.9050632911392406
0.15028901734104047,0.9050632911392406
0.15028901734104047,0.9082278481012658
0.15606936416184972,0.9082278481012658
0.15606936416184972,0.9240506329113924
0.16184971098265896,0.9240506329113924
0.16184971098265896,0.9272151898734177
0.1676300578034682,0.9272151898734177
0.1676300578034682,0.9367088607594937
0.17341040462427745,0.9367088607594937
0.17341040462427745,0.9430379746835443
0.17630057803468208,0.9430379746835443
0.17630057803468208,0.9493670886075949
0.2023121387283237,0.9493670886075949
0.2023121387283237,0.9525316455696202
0.20520231213872833,0.9525316455696202
0.20520231213872833,0.9556962025316456
0.2138728323699422,0.9556962025316456
0.2138728323699422,0.9588607594936709
0.23410404624277456,0.9588607594936709
0.23410404624277456,0.9651898734177216
0.2398843930635838,0.9651898734177216
0.2398843930635838,0.9683544303797469
0.24277456647398843,0.9683544303797469
0.24277456647398843,0.9715189873417721
0.24855491329479767,0.9715189873417721
0.24855491329479767,0.9746835443037974
0.2514450867052023,0.9746835443037974
0.2514450867052023,0.9810126582278481
0.2543352601156069,0.9810126582278481
0.2543352601156069,0.9841772151898734
0.2630057803468208,0.9841772151898734
0.2630057803468208,0.9873417721518988
0.2745664739884393,0.9873417721518988
0.2745664739884393,0.990506329113924
0.28034682080924855,0.990506329113924
0.28034682080924855,0.9936708860759493
0.3583815028901734,0.9936708860759493
0.3583815028901734,0.9968354430379747
0.3699421965317919,0.9968354430379747
0.3699421965317919,1.0
1.0,1.0
